TJBA - Fórum Criminal,BA,-12.939421249999999,-38.436422937630994
IFBaiano-Guanambi,BA,-13.2622882,-43.54681156006994
UFRB-Santo Antonio de Jesus,BA,-12.6607627,-39.09099467220828
UFBA-Vitoria da Conquista,BA,-14.877480850000001,-40.81206948160211
IFBA-Vitoria da Conquista,BA,-14.1883786,-41.67365125114044
Hospital Municipal de Salvador,BA,-12.8976886,-38.389892463547795
IFBaiano-Itapetinga,BA,-15.2454393,-40.2286364
UFRB-Santo Amaro,BA,-12.54549765,-38.70917117960414
IFBA-Simoes Filho,BA,-12.8069759,-38.38294326750237
UFBA,BA,-14.877480850000001,-40.81206948160211
IFBA-Paulo Afonso,BA,-9.39031715,-38.21596896445587
UFRB-Cachoeira-Casa da Moeda,BA,-12.6039199,-38.963118736852984
UESB,BA,-14.883714099999999,-40.79552486919042
IFBA-Santo Amaro,BA,-12.546058200000001,-38.7216700476862
UFRB-Cruz das Almas,BA,-12.6607627,-39.09099467220828
IFBaiano-Bom Jesus da Lapa,BA,-13.26126815,-43.54691161847648
TJBA - CAB,BA,-12.9462103,-38.43385159008947
IFBA-Feira de Santana,BA,-12.2901171,-38.9128273
IFBA-Barreiras,BA,-12.152136,-45.00599080831641
UFRB-Feira de Santana,BA,-12.2543745,-38.9262559
IFBA-Porto Seguro,BA,-16.4332211,-39.0958722
UFC - Reitoria,CE,-3.74203195,-38.53895403171897
UNILAB-Auroras,CE,-4.217996250000001,-38.713854006860444
IFCE - Tabuleiro do Norte,CE,-5.23699665,-38.14189283295781
UECE - Itaperi,CE,-3.787157,-38.5523209
ESP - Escola de Saúde Pública,CE,-30.058643500000002,-51.17685544112227
IFCE - Benfica,CE,-3.7447518,-38.536085099601905
IFCE - Sobral,CE,-3.68367835,-40.33980032880767
IFCE - Quixadá,CE,-5.2364346,-38.1417179
IFCE - Maracanau,CE,-3.873204,-38.6111935
IFCE - Limoeiro do Norte,CE,-5.1456257,-38.0977924
IFCE - Iguatu II,CE,-6.3529374,-39.305621199666476
IFCE - Iguatu I,CE,-6.3529374,-39.305621199666476
UNILAB - Palmares,CE,-4.2134551,-38.7000155
IFCE - Boa Viagem,CE,-5.0834966,-39.7066844
UECE-Limoeiro,CE,-5.14773005,-38.10114857161505
IFCE - Taua,CE,-6.0014143,-40.300089814776754
UFC Quixada,CE,-4.9401875,-37.9774361
IFCE - Pecem,CE,-3.6582257,-38.85833639192471
UECE-Quixada,CE,-5.14773005,-38.10114857161505
IFCE - Jaguaribe,CE,-5.2364346,-38.1417179
UFC - Pici,CE,-3.7371965,-38.5715426
HGF - Hospital Geral de Fortaleza,CE,-3.7395495,-38.47626144684169
UVA - Sobral,CE,-3.67660465,-40.340235670870314
UFC - Sobral Derby,CE,-3.6814537,-40.33679076234214
UNILAB - Redencao,CE,-4.222859850000001,-38.72501980204579
IFCE - Camocim,CE,-2.8977135499999997,-40.860795699399795
IFCE - Canindé,CE,-4.3912549,-39.312620475444994
IFCE - Caucaia,CE,-3.6582257,-38.85833639192471
IFCE - Acarau,CE,-2.8977135499999997,-40.860795699399795
IFCE - Aracati,CE,-4.5671837,-37.7913365
IFCE - Baturite,CE,-4.34251155,-38.86474862609435
UFC - Russas,CE,-4.9401875,-37.9774361
IFCE - Crateus,CE,-5.17141375,-40.65814686615536
